order_id,var_name,var_value
order_78,created_at,2023-12-04
order_78,items,"[{'product_id': 'prod_3', 'quantity': 2}, {'product_id': 'prod_11', 'quantity': 1}]"
order_78,total,"R$ 1,550,75"
order_78,payment_status,pendente
order_78,payment_method,
order_78,payment_date,
order_78,shipping_status,entregue
order_78,shipping_status_date,22-12-2023
order_79,user_id,user_18
order_79,created_at,2023/04/09
order_79,items,"[{'product_id': 'prod_81', 'quantity': 2}, {'product_id': 'prod_17', 'quantity': 1}, {'product_id': 'prod_86', 'quantity': 2}, {'product_id': 'prod_25', 'quantity': 2}]"
order_79,total,"R$ 2,569,02"
order_79,payment_status,não pago
order_79,payment_method,
order_79,payment_date,
order_79,shipping_status,entregue
order_79,shipping_status_date,31-07-2023
order_80,user_id,user_872
order_80,created_at,2023/04/28
order_80,items,"[{'product_id': 'prod_24', 'quantity': 3}, {'product_id': 'prod_46', 'quantity': 3}, {'product_id': 'prod_33', 'quantity': 2}, {'product_id': 'prod_26', 'quantity': 2}]"
order_80,total,"R$ 2,474,69"
order_80,payment_status,não pago
order_80,payment_method,
order_80,payment_date,
order_80,shipping_status,enviado
order_80,shipping_status_date,20-01-2023
order_81,user_id,user_5
order_81,created_at,2023-05-01
order_81,items,"[{'product_id': 'prod_26', 'quantity': 2}, {'product_id': 'prod_48', 'quantity': 2}, {'product_id': 'prod_34', 'quantity': 1}]"
order_81,total,"R$ 1,622,48"
order_81,payment_status,não pago
order_81,payment_method,
order_81,payment_date,
order_81,shipping_status,enviado
order_81,shipping_status_date,2023/04/16
order_82,user_id,user_277
order_82,created_at,2023-10-27
order_82,items,"[{'product_id': 'prod_82', 'quantity': 2}, {'product_id': 'prod_93', 'quantity': 2}]"
order_82,total,"R$ 1,610,44"
order_82,payment_status,pago
order_82,payment_method,pix
order_82,payment_date,2023/02/16
order_82,shipping_status,preparando envio
order_82,shipping_status_date,2023/04/29
order_83,user_id,user_168
order_83,created_at,2023/12/14
order_83,items,"[{'product_id': 'prod_87', 'quantity': 3}, {'product_id': 'prod_44', 'quantity': 1}, {'product_id': 'prod_6', 'quantity': 3}]"
order_83,total,"R$ 1,387,94"
order_83,payment_status,pago
order_83,payment_method,pix
order_83,payment_date,04-04-2023
order_83,shipping_status,enviado
order_83,shipping_status_date,2023-11-28
order_84,user_id,user_325
order_84,created_at,2023/01/13
order_84,items,"[{'product_id': 'prod_15', 'quantity': 2}]"
order_84,total,"R$ 2,831,94"
order_84,payment_status,não pago
order_84,payment_method,
order_84,payment_date,
order_84,shipping_status,aguardando pagamento
order_84,shipping_status_date,2023/09/17
order_85,user_id,user_967
order_85,created_at,2023/12/04
order_85,items,"[{'product_id': 'prod_3', 'quantity': 3}, {'product_id': 'prod_42', 'quantity': 2}]"
order_85,total,"R$ 2,641,82"
order_85,payment_status,pago
order_85,payment_method,crédito
order_85,payment_date,2023/02/12
order_85,shipping_status,entregue
order_85,shipping_status_date,17-01-2023
order_86,user_id,user_264
order_86,created_at,2023/07/19
order_86,items,"[{'product_id': 'prod_100', 'quantity': 2}, {'product_id': 'prod_63', 'quantity': 2}, {'product_id': 'prod_46', 'quantity': 1}]"
order_86,total,"R$ 651,16"
order_86,payment_status,não pago
order_86,payment_method,
order_86,payment_date,
order_86,shipping_status,aguardando pagamento
order_86,shipping_status_date,21-09-2023
order_87,user_id,user_14
order_87,created_at,01-12-2023
order_87,items,"[{'product_id': 'prod_82', 'quantity': 3}]"
order_87,total,"R$ 935,34"
order_87,payment_status,pendente
order_87,payment_method,
order_87,payment_date,
order_87,shipping_status,preparando envio
order_87,shipping_status_date,2023-11-19
order_88,user_id,user_871
order_88,created_at,17-11-2023
order_88,items,"[{'product_id': 'prod_11', 'quantity': 2}, {'product_id': 'prod_42', 'quantity': 3}]"
order_88,total,"R$ 658,34"
order_88,payment_status,não pago
order_88,payment_method,
order_88,payment_date,
order_88,shipping_status,entregue
order_88,shipping_status_date,2023-11-16
order_89,user_id,user_482
order_89,created_at,28-09-2023
order_89,items,"[{'product_id': 'prod_63', 'quantity': 2}, {'product_id': 'prod_83', 'quantity': 3}, {'product_id': 'prod_56', 'quantity': 2}]"
order_89,total,"R$ 2,796,61"
order_89,payment_status,pendente
order_89,payment_method,
order_89,payment_date,
order_89,shipping_status,enviado
order_89,shipping_status_date,10-11-2023
order_90,user_id,user_662
order_90,created_at,2023/11/13
order_90,items,"[{'product_id': 'prod_29', 'quantity': 3}]"
order_90,total,"R$ 249,14"
order_90,payment_status,pendente
order_90,payment_method,
order_90,payment_date,
order_90,shipping_status,enviado
order_90,shipping_status_date,2023-06-17
order_91,user_id,user_361
order_91,created_at,2023-03-09
order_91,items,"[{'product_id': 'prod_77', 'quantity': 2}]"
order_91,total,"R$ 1,779,95"
order_91,payment_status,não pago
order_91,payment_method,
order_91,payment_date,
order_91,shipping_status,entregue
order_91,shipping_status_date,24-06-2023
order_92,user_id,user_492
order_92,created_at,2023/07/22
order_92,items,"[{'product_id': 'prod_44', 'quantity': 2}, {'product_id': 'prod_78', 'quantity': 1}]"
order_92,total,"R$ 238,34"
order_92,payment_status,pendente
order_92,payment_method,
order_92,payment_date,
order_92,shipping_status,preparando envio
order_92,shipping_status_date,2023/03/05
order_93,user_id,user_836
order_93,created_at,16-03-2023
order_93,items,"[{'product_id': 'prod_99', 'quantity': 2}, {'product_id': 'prod_8', 'quantity': 2}, {'product_id': 'prod_49', 'quantity': 1}, {'product_id': 'prod_96', 'quantity': 1}]"
order_93,total,"R$ 1,647,25"
order_93,payment_status,pendente
order_93,payment_method,
order_93,payment_date,
order_93,shipping_status,enviado
order_93,shipping_status_date,2023/12/25
order_94,user_id,user_744
order_94,created_at,30-12-2023
order_94,items,"[{'product_id': 'prod_63', 'quantity': 3}, {'product_id': 'prod_45', 'quantity': 1}]"
order_94,total,"R$ 185,92"
order_94,payment_status,não pago
order_94,payment_method,
order_94,payment_date,
order_94,shipping_status,entregue
order_94,shipping_status_date,03-05-2023
order_95,user_id,user_393
order_95,created_at,03-02-2023
order_95,items,"[{'product_id': 'prod_2', 'quantity': 3}, {'product_id': 'prod_32', 'quantity': 3}, {'product_id': 'prod_72', 'quantity': 1}, {'product_id': 'prod_52', 'quantity': 1}]"
order_95,total,"R$ 832,68"
order_95,payment_status,pago
order_95,payment_method,dinheiro
order_95,payment_date,2023/05/06
order_95,shipping_status,preparando envio
order_95,shipping_status_date,18-01-2023
order_96,user_id,user_301
order_96,created_at,2023-06-12
order_96,items,"[{'product_id': 'prod_46', 'quantity': 3}, {'product_id': 'prod_79', 'quantity': 1}]"
order_96,total,"R$ 2,884,18"
order_96,payment_status,pendente
order_96,payment_method,
order_96,payment_date,
order_96,shipping_status,entregue
order_96,shipping_status_date,2023/03/28
order_97,user_id,user_883
order_97,created_at,17-07-2023
order_97,items,"[{'product_id': 'prod_12', 'quantity': 1}]"
order_97,total,"R$ 2,607,58"
order_97,payment_status,não pago
order_97,payment_method,
order_97,payment_date,
order_97,shipping_status,preparando envio
order_97,shipping_status_date,01-03-2023
order_98,user_id,user_897
order_98,created_at,2023-08-10
order_98,items,"[{'product_id': 'prod_21', 'quantity': 3}, {'product_id': 'prod_32', 'quantity': 3}]"
order_98,total,"R$ 2,581,18"
order_98,payment_status,pago
order_98,payment_method,pix
order_98,payment_date,31-07-2023
order_98,shipping_status,entregue
order_98,shipping_status_date,2023/09/26
order_99,user_id,user_363
order_99,created_at,2023-12-01
order_99,items,"[{'product_id': 'prod_77', 'quantity': 2}]"
order_99,total,"R$ 2,228,80"
order_99,payment_status,não pago
order_99,payment_method,
order_99,payment_date,
order_99,shipping_status,entregue
order_99,shipping_status_date,16-10-2023
order_100,user_id,user_946
order_100,created_at,2023/06/11
order_100,items,"[{'product_id': 'prod_58', 'quantity': 2}]"
order_100,total,"R$ 426,56"
order_100,payment_status,pago
order_100,payment_method,débito
order_100,payment_date,27-07-2023
order_100,shipping_status,enviado
order_100,shipping_status_date,2023-08-31
order_101,user_id,user_117
order_101,created_at,09-06-2023
order_101,items,"[{'product_id': 'prod_20', 'quantity': 1}]"
order_101,total,"R$ 2,332,15"
order_101,payment_status,não pago
order_101,payment_method,
order_101,payment_date,
order_101,shipping_status,enviado
order_101,shipping_status_date,2023/09/07
order_102,user_id,user_109
order_102,created_at,02-07-2023
order_102,items,"[{'product_id': 'prod_80', 'quantity': 3}]"
order_102,total,"R$ 1,299,01"
order_102,payment_status,não pago
order_102,payment_method,
order_102,payment_date,
order_102,shipping_status,preparando envio
order_102,shipping_status_date,2023-12-23
order_103,user_id,user_455
order_103,created_at,2023/06/13
order_103,items,"[{'product_id': 'prod_78', 'quantity': 2}]"
order_103,total,"R$ 869,16"
order_103,payment_status,pendente
order_103,payment_method,
order_103,payment_date,
order_103,shipping_status,aguardando pagamento
order_103,shipping_status_date,2023-04-08
order_104,user_id,user_153
order_104,created_at,2023-02-22
order_104,items,"[{'product_id': 'prod_69', 'quantity': 3}, {'product_id': 'prod_86', 'quantity': 3}, {'product_id': 'prod_96', 'quantity': 3}]"
order_104,total,"R$ 477,74"
order_104,payment_status,pago
order_104,payment_method,débito
order_104,payment_date,12-04-2023
order_104,shipping_status,entregue
order_104,shipping_status_date,24-07-2023
order_105,user_id,user_87
order_105,created_at,2023/05/21
order_105,items,"[{'product_id': 'prod_90', 'quantity': 3}, {'product_id': 'prod_14', 'quantity': 2}]"
order_105,total,"R$ 1,647,05"
order_105,payment_status,pago
order_105,payment_method,pix
order_105,payment_date,2023-03-14
order_105,shipping_status,preparando envio
order_105,shipping_status_date,2023/10/01
order_106,user_id,user_872
order_106,created_at,2023-12-03
order_106,items,"[{'product_id': 'prod_26', 'quantity': 1}, {'product_id': 'prod_74', 'quantity': 2}, {'product_id': 'prod_67', 'quantity': 3}]"
order_106,total,"R$ 1,217,29"
order_106,payment_status,não pago
order_106,payment_method,
order_106,payment_date,
order_106,shipping_status,preparando envio
order_106,shipping_status_date,2023-05-16
order_107,user_id,user_623
order_107,created_at,2023/03/11
order_107,items,"[{'product_id': 'prod_86', 'quantity': 3}]"
order_107,total,"R$ 906,39"
order_107,payment_status,pendente
order_107,payment_method,
order_107,payment_date,
order_107,shipping_status,entregue
order_107,shipping_status_date,2023-06-24
order_108,user_id,user_413
order_108,created_at,2023-04-19
order_108,items,"[{'product_id': 'prod_70', 'quantity': 1}, {'product_id': 'prod_10', 'quantity': 1}]"
order_108,total,"R$ 436,74"
order_108,payment_status,pendente
order_108,payment_method,
order_108,payment_date,
order_108,shipping_status,enviado
order_108,shipping_status_date,21-04-2023
order_109,user_id,user_796
order_109,created_at,07-11-2023
order_109,items,"[{'product_id': 'prod_83', 'quantity': 2}, {'product_id': 'prod_73', 'quantity': 2}, {'product_id': 'prod_86', 'quantity': 2}, {'product_id': 'prod_2', 'quantity': 1}]"
order_109,total,"R$ 719,68"
order_109,payment_status,pago
order_109,payment_method,dinheiro
order_109,payment_date,2023-11-14
order_109,shipping_status,enviado
order_109,shipping_status_date,2023-08-19
order_110,user_id,user_11
order_110,created_at,2023/03/15
order_110,items,"[{'product_id': 'prod_68', 'quantity': 2}, {'product_id': 'prod_17', 'quantity': 2}]"
order_110,total,"R$ 1,674,63"
order_110,payment_status,pago
order_110,payment_method,crédito
order_110,payment_date,05-08-2023
order_110,shipping_status,entregue
order_110,shipping_status_date,2023-09-13
order_111,user_id,user_108
order_111,created_at,2023/02/24
order_111,items,"[{'product_id': 'prod_26', 'quantity': 2}]"
order_111,total,"R$ 973,43"
order_111,payment_status,pago
order_111,payment_method,boleto
order_111,payment_date,06-12-2023
order_111,shipping_status,entregue
order_111,shipping_status_date,19-06-2023
order_112,user_id,user_957
order_112,created_at,2023-11-20
order_112,items,"[{'product_id': 'prod_78', 'quantity': 2}, {'product_id': 'prod_16', 'quantity': 3}, {'product_id': 'prod_100', 'quantity': 1}]"
order_112,total,"R$ 1,436,95"
order_112,payment_status,pago
order_112,payment_method,dinheiro
order_112,payment_date,12-09-2023
order_112,shipping_status,entregue
order_112,shipping_status_date,2023-10-17
order_113,user_id,user_606
order_113,created_at,2023-10-14
order_113,items,"[{'product_id': 'prod_26', 'quantity': 2}, {'product_id': 'prod_93', 'quantity': 2}, {'product_id': 'prod_74', 'quantity': 3}, {'product_id': 'prod_62', 'quantity': 2}]"
order_113,total,"R$ 2,108,16"
order_113,payment_status,pendente
order_113,payment_method,
order_113,payment_date,
order_113,shipping_status,preparando envio
order_113,shipping_status_date,2023-05-24
order_114,user_id,user_655
order_114,created_at,28-05-2023
order_114,items,"[{'product_id': 'prod_63', 'quantity': 1}, {'product_id': 'prod_95', 'quantity': 1}, {'product_id': 'prod_32', 'quantity': 2}]"
order_114,total,"R$ 1,805,23"
order_114,payment_status,não pago
order_114,payment_method,
order_114,payment_date,
order_114,shipping_status,aguardando pagamento
order_114,shipping_status_date,2023/04/09
order_115,user_id,user_964
order_115,created_at,05-10-2023
order_115,items,"[{'product_id': 'prod_89', 'quantity': 3}, {'product_id': 'prod_12', 'quantity': 3}, {'product_id': 'prod_17', 'quantity': 2}]"
order_115,total,"R$ 385,97"
order_115,payment_status,pago
order_115,payment_method,débito
order_115,payment_date,2023-09-04
order_115,shipping_status,aguardando pagamento
order_115,shipping_status_date,24-09-2023
order_116,user_id,user_954
order_116,created_at,2023/10/31
order_116,items,"[{'product_id': 'prod_62', 'quantity': 2}, {'product_id': 'prod_76', 'quantity': 1}]"
order_116,total,"R$ 2,301,56"
order_116,payment_status,pendente
order_116,payment_method,
order_116,payment_date,
order_116,shipping_status,preparando envio
order_116,shipping_status_date,2023/01/13
order_117,user_id,user_908
order_117,created_at,2023-05-28
order_117,items,"[{'product_id': 'prod_96', 'quantity': 3}, {'product_id': 'prod_51', 'quantity': 2}, {'product_id': 'prod_50', 'quantity': 3}, {'product_id': 'prod_82', 'quantity': 2}]"
order_117,total,"R$ 521,78"
order_117,payment_status,pago
order_117,payment_method,crédito
order_117,payment_date,14-01-2023
order_117,shipping_status,aguardando pagamento
order_117,shipping_status_date,2023-01-29
order_118,user_id,user_190
order_118,created_at,24-01-2023
order_118,items,"[{'product_id': 'prod_26', 'quantity': 3}, {'product_id': 'prod_2', 'quantity': 2}, {'product_id': 'prod_65', 'quantity': 3}]"
order_118,total,"R$ 2,398,71"
order_118,payment_status,não pago
order_118,payment_method,
order_118,payment_date,
order_118,shipping_status,entregue
order_118,shipping_status_date,01-01-2023
order_119,user_id,user_987
order_119,created_at,2023/04/15
order_119,items,"[{'product_id': 'prod_80', 'quantity': 2}, {'product_id': 'prod_40', 'quantity': 3}, {'product_id': 'prod_60', 'quantity': 3}]"
order_119,total,"R$ 850,22"
order_119,payment_status,não pago
order_119,payment_method,
order_119,payment_date,
order_119,shipping_status,enviado
order_119,shipping_status_date,2023-08-10
order_120,user_id,user_986
order_120,created_at,30-08-2023
order_120,items,"[{'product_id': 'prod_64', 'quantity': 3}, {'product_id': 'prod_48', 'quantity': 2}, {'product_id': 'prod_91', 'quantity': 2}]"
order_120,total,"R$ 2,773,24"
order_120,payment_status,pendente
order_120,payment_method,
order_120,payment_date,
order_120,shipping_status,preparando envio
order_120,shipping_status_date,27-11-2023
order_121,user_id,user_105
order_121,created_at,2023/09/13
order_121,items,"[{'product_id': 'prod_9', 'quantity': 3}, {'product_id': 'prod_10', 'quantity': 2}, {'product_id': 'prod_32', 'quantity': 3}, {'product_id': 'prod_33', 'quantity': 3}]"
order_121,total,"R$ 2,019,06"
order_121,payment_status,não pago
order_121,payment_method,
order_121,payment_date,
order_121,shipping_status,preparando envio
order_121,shipping_status_date,24-11-2023
order_122,user_id,user_230
order_122,created_at,03-01-2023
order_122,items,"[{'product_id': 'prod_28', 'quantity': 3}, {'product_id': 'prod_22', 'quantity': 3}]"
order_122,total,"R$ 945,00"
order_122,payment_status,não pago
order_122,payment_method,
order_122,payment_date,
order_122,shipping_status,entregue
order_122,shipping_status_date,2023/10/03
order_123,user_id,user_860
order_123,created_at,2023-04-26
order_123,items,"[{'product_id': 'prod_95', 'quantity': 2}, {'product_id': 'prod_27', 'quantity': 1}, {'product_id': 'prod_38', 'quantity': 2}, {'product_id': 'prod_40', 'quantity': 2}]"
order_123,total,"R$ 1,471,03"
order_123,payment_status,pendente
order_123,payment_method,
order_123,payment_date,
order_123,shipping_status,aguardando pagamento
order_123,shipping_status_date,19-12-2023
order_124,user_id,user_78
order_124,created_at,2023/02/02
order_124,items,"[{'product_id': 'prod_44', 'quantity': 1}, {'product_id': 'prod_90', 'quantity': 1}, {'product_id': 'prod_58', 'quantity': 3}, {'product_id': 'prod_61', 'quantity': 1}]"
order_124,total,"R$ 136,16"
order_124,payment_status,pendente
order_124,payment_method,
order_124,payment_date,
order_124,shipping_status,preparando envio
order_124,shipping_status_date,2023-08-23
order_125,user_id,user_737
order_125,created_at,2023-06-21
order_125,items,"[{'product_id': 'prod_97', 'quantity': 1}, {'product_id': 'prod_66', 'quantity': 1}, {'product_id': 'prod_80', 'quantity': 2}]"
order_125,total,"R$ 2,123,32"
order_125,payment_status,pago
order_125,payment_method,débito
order_125,payment_date,05-06-2023
order_125,shipping_status,entregue
order_125,shipping_status_date,28-03-2023
order_126,user_id,user_117
order_126,created_at,2023-07-22
order_126,items,"[{'product_id': 'prod_100', 'quantity': 1}, {'product_id': 'prod_62', 'quantity': 2}]"
order_126,total,"R$ 443,75"
order_126,payment_status,pago
order_126,payment_method,crédito
order_126,payment_date,14-03-2023
order_126,shipping_status,entregue
order_126,shipping_status_date,2023-04-08
order_127,user_id,user_535
order_127,created_at,2023/10/02
order_127,items,"[{'product_id': 'prod_63', 'quantity': 2}, {'product_id': 'prod_68', 'quantity': 2}, {'product_id': 'prod_80', 'quantity': 3}]"
order_127,total,"R$ 2,848,57"
order_127,payment_status,pago
order_127,payment_method,crédito
order_127,payment_date,19-04-2023
order_127,shipping_status,enviado
order_127,shipping_status_date,2023-05-05
order_128,user_id,user_28
order_128,created_at,2023-07-17
order_128,items,"[{'product_id': 'prod_55', 'quantity': 2}, {'product_id': 'prod_65', 'quantity': 1}, {'product_id': 'prod_44', 'quantity': 1}, {'product_id': 'prod_72', 'quantity': 2}]"
order_128,total,"R$ 2,370,73"
order_128,payment_status,não pago
order_128,payment_method,
order_128,payment_date,
order_128,shipping_status,enviado
order_128,shipping_status_date,2023/03/19
order_129,user_id,user_423
order_129,created_at,2023-11-13
order_129,items,"[{'product_id': 'prod_48', 'quantity': 2}, {'product_id': 'prod_86', 'quantity': 2}, {'product_id': 'prod_31', 'quantity': 1}]"
order_129,total,"R$ 861,15"
order_129,payment_status,pendente
order_129,payment_method,
order_129,payment_date,
order_129,shipping_status,aguardando pagamento
order_129,shipping_status_date,2023-10-23
order_130,user_id,user_992
order_130,created_at,15-03-2023
order_130,items,"[{'product_id': 'prod_28', 'quantity': 3}]"
order_130,total,"R$ 2,648,13"
order_130,payment_status,pago
order_130,payment_method,débito
order_130,payment_date,2023/09/20
order_130,shipping_status,preparando envio
order_130,shipping_status_date,2023/12/10
order_131,user_id,user_24
order_131,created_at,2023/09/22
order_131,items,"[{'product_id': 'prod_55', 'quantity': 3}, {'product_id': 'prod_46', 'quantity': 1}]"
order_131,total,"R$ 658,75"
order_131,payment_status,pago
order_131,payment_method,pix
order_131,payment_date,2023-11-13
order_131,shipping_status,enviado
order_131,shipping_status_date,19-04-2023
order_132,user_id,user_989
order_132,created_at,2023-05-12
order_132,items,"[{'product_id': 'prod_48', 'quantity': 1}, {'product_id': 'prod_50', 'quantity': 3}, {'product_id': 'prod_82', 'quantity': 2}, {'product_id': 'prod_85', 'quantity': 2}]"
order_132,total,"R$ 2,285,71"
order_132,payment_status,não pago
order_132,payment_method,
order_132,payment_date,
order_132,shipping_status,entregue
order_132,shipping_status_date,2023-10-30
order_133,user_id,user_799
order_133,created_at,2023-02-11
order_133,items,"[{'product_id': 'prod_37', 'quantity': 2}]"
order_133,total,"R$ 2,414,81"
order_133,payment_status,pago
order_133,payment_method,débito
order_133,payment_date,2023-12-04
order_133,shipping_status,preparando envio
order_133,shipping_status_date,2023/07/15
order_134,user_id,user_87
order_134,created_at,02-10-2023
order_134,items,"[{'product_id': 'prod_7', 'quantity': 1}, {'product_id': 'prod_70', 'quantity': 2}, {'product_id': 'prod_49', 'quantity': 3}]"
order_134,total,"R$ 1,981,41"
order_134,payment_status,pago
order_134,payment_method,boleto
order_134,payment_date,27-05-2023
order_134,shipping_status,enviado
order_134,shipping_status_date,2023-01-28
order_135,user_id,user_4
order_135,created_at,2023/02/07
order_135,items,"[{'product_id': 'prod_44', 'quantity': 2}, {'product_id': 'prod_59', 'quantity': 2}, {'product_id': 'prod_73', 'quantity': 2}, {'product_id': 'prod_1', 'quantity': 2}]"
order_135,total,"R$ 2,697,66"
order_135,payment_status,pago
order_135,payment_method,boleto
order_135,payment_date,2023/06/17
order_135,shipping_status,entregue
order_135,shipping_status_date,01-09-2023
order_136,user_id,user_219
order_136,created_at,18-03-2023
order_136,items,"[{'product_id': 'prod_88', 'quantity': 2}, {'product_id': 'prod_79', 'quantity': 1}]"
order_136,total,"R$ 1,584,21"
order_136,payment_status,pago
order_136,payment_method,dinheiro
order_136,payment_date,2023/12/13
order_136,shipping_status,aguardando pagamento
order_136,shipping_status_date,2023/10/02
order_137,user_id,user_524
order_137,created_at,2023/04/16
order_137,items,"[{'product_id': 'prod_10', 'quantity': 2}, {'product_id': 'prod_86', 'quantity': 2}, {'product_id': 'prod_15', 'quantity': 3}, {'product_id': 'prod_53', 'quantity': 3}]"
order_137,total,"R$ 1,387,74"
order_137,payment_status,pago
order_137,payment_method,boleto
order_137,payment_date,2023-10-27
order_137,shipping_status,entregue
order_137,shipping_status_date,2023/12/14
order_138,user_id,user_602
order_138,created_at,2023/07/31
order_138,items,"[{'product_id': 'prod_80', 'quantity': 2}, {'product_id': 'prod_31', 'quantity': 1}, {'product_id': 'prod_39', 'quantity': 2}]"
order_138,total,"R$ 2,799,50"
order_138,payment_status,não pago
order_138,payment_method,
order_138,payment_date,
order_138,shipping_status,aguardando pagamento
order_138,shipping_status_date,13-02-2023
order_139,user_id,user_519
order_139,created_at,01-04-2023
order_139,items,"[{'product_id': 'prod_55', 'quantity': 3}]"
order_139,total,"R$ 1,600,61"
order_139,payment_status,não pago
order_139,payment_method,
order_139,payment_date,
order_139,shipping_status,enviado
order_139,shipping_status_date,20-08-2023
order_140,user_id,user_282
order_140,created_at,2023-10-09
order_140,items,"[{'product_id': 'prod_8', 'quantity': 2}, {'product_id': 'prod_71', 'quantity': 1}, {'product_id': 'prod_39', 'quantity': 3}, {'product_id': 'prod_60', 'quantity': 1}]"
order_140,total,"R$ 1,564,89"
order_140,payment_status,não pago
order_140,payment_method,
order_140,payment_date,
order_140,shipping_status,enviado
order_140,shipping_status_date,2023/12/01
order_141,user_id,user_402
order_141,created_at,2023-03-15
order_141,items,"[{'product_id': 'prod_98', 'quantity': 3}, {'product_id': 'prod_97', 'quantity': 2}, {'product_id': 'prod_5', 'quantity': 2}]"
order_141,total,"R$ 528,30"
order_141,payment_status,pendente
order_141,payment_method,
order_141,payment_date,
order_141,shipping_status,entregue
order_141,shipping_status_date,2023/02/20
order_142,user_id,user_459
order_142,created_at,24-08-2023
order_142,items,"[{'product_id': 'prod_91', 'quantity': 2}, {'product_id': 'prod_62', 'quantity': 1}, {'product_id': 'prod_93', 'quantity': 3}, {'product_id': 'prod_19', 'quantity': 2}]"
order_142,total,"R$ 2,023,64"
order_142,payment_status,não pago
order_142,payment_method,
order_142,payment_date,
order_142,shipping_status,entregue
order_142,shipping_status_date,2023/01/20
order_143,user_id,user_519
order_143,created_at,2023/03/02
order_143,items,"[{'product_id': 'prod_98', 'quantity': 2}, {'product_id': 'prod_94', 'quantity': 2}, {'product_id': 'prod_88', 'quantity': 3}]"
order_143,total,"R$ 2,986,76"
order_143,payment_status,pago
order_143,payment_method,boleto
order_143,payment_date,03-12-2023
order_143,shipping_status,aguardando pagamento
order_143,shipping_status_date,2023/03/31
order_144,user_id,user_967
order_144,created_at,2023-10-24
order_144,items,"[{'product_id': 'prod_71', 'quantity': 2}]"
order_144,total,"R$ 807,21"
order_144,payment_status,pendente
order_144,payment_method,
order_144,payment_date,
order_144,shipping_status,entregue
order_144,shipping_status_date,19-05-2023
order_145,user_id,user_306
order_145,created_at,2023-01-22
order_145,items,"[{'product_id': 'prod_46', 'quantity': 2}]"
order_145,total,"R$ 797,84"
order_145,payment_status,pago
order_145,payment_method,débito
order_145,payment_date,2023/10/27
order_145,shipping_status,enviado
order_145,shipping_status_date,2023/12/11
order_146,user_id,user_286
order_146,created_at,31-05-2023
order_146,items,"[{'product_id': 'prod_88', 'quantity': 1}, {'product_id': 'prod_86', 'quantity': 3}]"
order_146,total,"R$ 2,898,60"
order_146,payment_status,não pago
order_146,payment_method,
order_146,payment_date,
order_146,shipping_status,enviado
order_146,shipping_status_date,03-07-2023
order_147,user_id,user_328
order_147,created_at,05-01-2023
order_147,items,"[{'product_id': 'prod_60', 'quantity': 2}, {'product_id': 'prod_71', 'quantity': 1}]"
order_147,total,"R$ 2,449,96"
order_147,payment_status,pendente
order_147,payment_method,
order_147,payment_date,
order_147,shipping_status,preparando envio
order_147,shipping_status_date,2023-02-03
order_148,user_id,user_215
order_148,created_at,2023-12-23
order_148,items,"[{'product_id': 'prod_42', 'quantity': 1}, {'product_id': 'prod_1', 'quantity': 2}, {'product_id': 'prod_87', 'quantity': 3}]"
order_148,total,"R$ 2,860,97"
order_148,payment_status,não pago
order_148,payment_method,
order_148,payment_date,
order_148,shipping_status,entregue
order_148,shipping_status_date,2023-04-24
order_149,user_id,user_311
order_149,created_at,05-06-2023
order_149,items,"[{'product_id': 'prod_56', 'quantity': 3}, {'product_id': 'prod_25', 'quantity': 1}]"
order_149,total,"R$ 121,63"
order_149,payment_status,pago
order_149,payment_method,boleto
order_149,payment_date,2023/07/04
order_149,shipping_status,aguardando pagamento
order_149,shipping_status_date,2023/10/17
order_150,user_id,user_712
order_150,created_at,2023-08-24
order_150,items,"[{'product_id': 'prod_95', 'quantity': 3}]"
order_150,total,"R$ 1,444,01"
order_150,payment_status,pendente
order_150,payment_method,
order_150,payment_date,
order_150,shipping_status,entregue
order_150,shipping_status_date,28-03-2023
order_151,user_id,user_911
order_151,created_at,2023/07/19
order_151,items,"[{'product_id': 'prod_44', 'quantity': 3}, {'product_id': 'prod_69', 'quantity': 2}, {'product_id': 'prod_19', 'quantity': 1}, {'product_id': 'prod_5', 'quantity': 3}]"
order_151,total,"R$ 1,562,95"
order_151,payment_status,pendente
order_151,payment_method,
order_151,payment_date,
order_151,shipping_status,aguardando pagamento
order_151,shipping_status_date,23-07-2023
order_152,user_id,user_916
order_152,created_at,08-06-2023
order_152,items,"[{'product_id': 'prod_61', 'quantity': 2}, {'product_id': 'prod_10', 'quantity': 2}, {'product_id': 'prod_63', 'quantity': 3}, {'product_id': 'prod_5', 'quantity': 1}]"
order_152,total,"R$ 976,46"
order_152,payment_status,não pago
order_152,payment_method,
order_152,payment_date,
order_152,shipping_status,aguardando pagamento
order_152,shipping_status_date,2023/02/12
order_153,user_id,user_65
order_153,created_at,17-07-2023
order_153,items,"[{'product_id': 'prod_32', 'quantity': 1}, {'product_id': 'prod_98', 'quantity': 1}, {'product_id': 'prod_66', 'quantity': 1}, {'product_id': 'prod_9', 'quantity': 2}]"
order_153,total,"R$ 1,460,41"
order_153,payment_status,pago
order_153,payment_method,crédito
order_153,payment_date,2023/03/06
order_153,shipping_status,enviado
order_153,shipping_status_date,2023/05/16
order_154,user_id,user_40
order_154,created_at,2023/02/25
order_154,items,"[{'product_id': 'prod_71', 'quantity': 3}]"
order_154,total,"R$ 1,742,13"
order_154,payment_status,pendente
order_154,payment_method,
order_154,payment_date,
